"gid","est","nombre","tipo_red","intercambio","rio","municipio","concejo","lugar","frecuencia","circuito","coord_x","coord_y","zona","h5000","h25000","pk","cota","observaciones","foto","piedefoto","croquis","mapa","cuenca","localizacion","acuifero","existencia","bioticos","coincidencia_ib","codigo_ib","codigo_ib_2","codigo_tipo","tipo_masa","codigo_masa","nombre_masa","latitude","longitude","geom"
131,"92412000","Larraun en Lekunberri","Operativa","CHE","LARRAUN","LARRAUN","LEKUNBERRI","Puente carretera Alli","Trimestral","1","589968","4760827","IV.3","114-17","114-II","2.9","558",,"Lecumberri.jpg","Puente de acceso a Alli desde aguas abajo","Larraun-lekumberri.jpg","mlecumberri.jpg","EBRO","Desde Lekunberri, antes de entrar en el pueblo, se toma la desviación a mano derecha hacia San Miguel de Aralar. Poco más adelante hay otra desviación a la izquierda e inmediatamente se encuentra el puente de acceso a Alli donde se toma la muestra",,"1999-Actualidad","EXACTA","Coincide con punto de índices bióticos","LARRAUN_016916","NA-1","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF554","Río Larraun desde su nacimiento hasta su desembocadura en río Araquil (incluye los barrancos Iribas y Basabunia)","42.994788325793756","-1.896309444612937","0101000020E66400000000000020012241000000C03E295241"
116,"92413000","Larraun en Mugiro","Histórica",,"LARRAUN","LARRAUN","MUGIRO","Puente Central Hidráulica",,"A","591371","4759936","IV.3","114-18","114-II","4.9","528","El camino de acceso tiene mucha pendiente y no es aconsejable bajar en coche, a no ser que sea un todoterreno.","Muguiro.jpg","Vista del puente de acceso a la central","Larraun en Muguiro.jpg","mmuguiro.jpg","EBRO","Accediendo a Mugiro desde Lekunberri, una vez pasado el pueblo hay que tomar un camino a la derecha que baja al río. Aguas arriba del puente existe una central eléctrica.",,"1999-2005","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF554","Río Larraun desde su nacimiento hasta su desembocadura en río Araquil (incluye los barrancos Iribas y Basabunia)","42.98659906861932","-1.879246994063526","0101000020E664000000000000160C22410000000060285241"
129,"92414000","Larraun en Urritza","Operativa","CHE","LARRAUN","LARRAUN","URRITZA","Puente la carretera vieja","Mensual","1","593716","4758772",,,,,,"Se comienza a tomar en 2006 en vez del punto del Larraun en Mugiro, debido al difícil acceso de este y para hacerlo coincidir con índices bióticos..","Urritza.jpg","Vista del puente desde la carretera.",,"murritza.jpg","EBRO","Saliendo de la A-15 en el enlace de Latasa se toma la antigua carretera en dirección a Lekumberri, y pasado ventas de Urritza, se cruza un puente sobre el Larraun y se toma en el segundo.",,"2006-Actualidad","EXACTA","Indices bióticos no coincide exactamente con el de química. El de índice bióticos se hace en un puente aguas abajo en la carretera Arbizu-Beasain. Entre medias está el vertido de la EDAR","LARRAUN_011984","NA-2","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF554","Río Larraun desde su nacimiento hasta su desembocadura en río Araquil (incluye los barrancos Iribas y Basabunia)","42.97583398791039","-1.85068414979938","0101000020E664000000000000681E2241000000003D275241"
112,"92415000","Regata Aldosa en Arruitz","Histórica",,"ALDOSA","LARRAUN","ARRUITZ","Puente dentro del pueblo de Arruitz",,"A","592768","4760792",,,,,,"Se muestrea una vez en noviembre  2005 como punto para evaluar la contaminación difusa. Se puede comparar con Aldosa 2, que se va a tomar semestralmente.","Aldosa1.jpg","Vista del puente desde la carretera.",,"Aldosa1.jpg","EBRO","Saliendo de la A-15 en el enlace de Mugiro se toma la carretera hacia Arruitz. En el pueblo se gira a la derecha para bajar al puentecillo que cruza la pequeñísima regata.",,"2005","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA",,"Sin masa","42.99413686218987","-1.861972533617694","0101000020E664000000000000001722410000000036295241"
58,"92416000","Aldosa Ag. Ab. Autovía","Histórica",,"ALDOSA","LARRAUN","ARRUITZ","Aguas abajo de la A-15.",,"A","592064","4760314",,,,,,"Se comienza a tomar en 2006 como punto para evaluar la contaminación difusa por ganadería en la zona..","Aldosa2.jpg","Vista del prado que da acceso a la regata.",,"Aldosa2.jpg","EBRO","Desde el enlace de Mugiro de la A-15 se toma dirección Mugiro y enseguida se gira hacia Arruitz. Se llega a un paso inferior a  la autovía que  se deja a la izquierda y unos 100 m. más adelante se deja el coche para bajar a la regata por un prado.",,"2006-2010","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA",,"Sin masa","42.9899187965421","-1.87068598396674","0101000020E6640000000000008011224100000080BE285241"
132,"92417000","Basaburua en Udabe","Operativa","CHE","BASABURUA","BASABURUA","UDABE","Estación de aforos del Basaburua en Udabe.","Trimestral","1","596482","4757760",,,,,,"Se comienza a tomar en 2006 de forma semestral para incluir 1 punto en el Basaburua.","Udabe.jpg","Vista de la estación de aforo.",,"Udabe.jpg","EBRO","Se toma en el puente de la estación de aforos del Gobierno de Navarra del río Basaburua en Udabe.",,"2006-Actualidad","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF554","Río Larraun desde su nacimiento hasta su desembocadura en río Araquil (incluye los barrancos Iribas y Basaburua)","42.96637713506636","-1.816944068249645","0101000020E664000000000000043422410000000040265241"
55,"92418000","Alzania en Altsasu","Operativa","CHE","ALZANIA","ALTSASU/ALSASUA","ALTSASU/ALSASUA","Puente","Trimestral","1","567153","4749483",,,,,"525","Se incluye por poner un punto en una masa de agua sin punto de muestreo en 2011","92418000f.jpg","Vista del puente","92418000c.jpg","92418000m.jpg","EBRO","Desde Alsadua se Accede hacia el barrio de la estación de FFCC. Tras curzar las vías del puente se cruza el Alzania.",,"2012-Actualidad","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF550","Río Alzania desde su nacimiento hasta su desembocadura en el río Arakil (inicio del tramo canalizado)","42.895000786955364","-2.177522466721963","0101000020E664000000000000E24E2141000000C02A1E5241"
90,"92501000","Robo en Puente la Reina","Operativa","CHE","ROBO","PUENTE/OBANOS","PUENTE LA REINA","Puente aguas arriba de  Puente la Reina","Mensual","2","597510","4725153",,,,,"340","Se incluye por poner un punto en una masa de agua sin punto de muestreo en 2011","92501000f.jpg","Vista del puente","92501000c.jpg","92501000m.jpg","EBRO","En el casco urbano de Puente la Reina se toma en el puente sobre el Robo junto al colegio público",,"2012-Actualidad","NO","No hay punto de índices bióticos",,,"R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF95","Río Robo desde su nacimiento hasta su desembocadura en el río Arga","42.672671642412254","-1.809985384287816","0101000020E6640000000000000C3C22410000004068065241"
120,"92901000","Ubagua en Muez","Operativa","CHE","UBAGUA","MUEZ","MUEZ","Estación de Aforos de la CHE en Muez","Trimestral","2","586699","4733882","IV.5","140-46","140-II","9","470","Estación de aforos de la CHE: 90151","Ogancia.jpg","Estación de aforos abandonada","Ogancia en Muez.jpg","mmuez.jpg","EBRO","Dirigiéndonos de Muez a Riezu, cruzamos por un puente el Ubagua y a continuación realizamos un giro de 90 grados a la derecha, y enseguida vemos la estación a mano derecha.",,"1975-Actualidad","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF557","Río Inaroz desde su nacimiento hasta la cola del embalse de Alloz","42.752562165537256","-1.940563701488796","0101000020E66400000000000096E7214100000080EE0E5241"
113,"92902000","Salado en Estenoz","Operativa","CHE","SALADO","ESTENOZ","ESTENOZ","Puente Viguria-Estenoz","Trimestral","2","588603","4734151","IV.5","140-47","140-II","8","500",,"Estenoz.jpg","Puente de toma desde aguas abajo","Salado en Estenoz.jpg","mestenoz.jpg","EBRO","Desde Muez se sigue dirección Pamplona, y se gira a la derecha  hacia Estenoz. Justo antes de la desviación al pueblo de Viguria, se encuentra el puente sobre el Salado donde se toma la muestra.",,"1975-Actualidad","RELATIVA","Indices bióticos no coincide exactamente con el de química. El de índice bióticos se hace en un puente aguas abajo (1,1 km)","SALADO_025363","NA-26","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF556","Río Salado desde su nacimiento hasta la cola del embalse de Alloz","42.75476663304255","-1.917259222575651","0101000020E66400000000000076F62141000000C0310F5241"
89,"92903000","Salado en Medigorría","Operativa","CHE","SALADO","MENDIGORRIA","MENDIGORRIA","Puente Andión","Mensual","2","594533","4720506","IV.5","173-21","173-I","26","330",,"Mendigorria.jpg","El puente de toma desde aguas arriba","Salado en Mendigorria.jpg","mmendigorria.jpg","EBRO","Se sale de Mendigorría hacia el sur y se toma la desviación a la derecha hacia Muruzábal de Andión cruzando el Arga. Inmediatamente se gira a la derecha por el llamado camino de Andión que sube hacia el norte cruzando el Salado por un puente, que es dond",,"1975-Actualidad","EXACTA","Coincide con punto de índices bióticos.","SALADO_000887","NA-27","R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF96","Río Salado desde el retorno de la central de Alloz hasta su desembocadura en el río Arga","42.631202567517754","-1.847082635908121","0101000020E664000000000000CA24224100000080DE015241"
123,"92904000","Ubagua en Riezu","Operativa","CHE","UBAGUA","YERRI","RIEZU","Est. Aforos nueva CHE en Riezu","Trimestral","2","585549","4735262","IV.5","140-46","140-II","2.9","480","Estación de aforos de la CHE: 90085","Riezu.jpg","Vista de la estación de aforos","Ubagua en Riezu.jpg","mriezu.jpg","EBRO","A la entrada de Riezu por el norte, existe un puente sobre el Ubagua en una pronunciada curva. Antes de entrar al puente sale un camino a mano derecha que conduce a la estación de aforos.",,"1999-Actualidad","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF557","Río Inaroz desde su nacimiento hasta la cola del embalse de Alloz","42.765116767029674","-1.954405149665357","0101000020E6640000000000009ADE21410000008047105241"
32,"93101000","Aragón en Yesa","Operativa","CHE","ARAGON","YESA","YESA","Estación de aforos de la CHE: 90101","Mensual","7","646726","4719706","V.5","174-38","174-II","84","423","Estación de aforos de la CHE nº  90101: Aragón en Yesa-PP","Yesa.jpg","Estación de aforos 90101","Aragón en Yesa.jpg","myesa.jpg","EBRO","Desde el interior del pueblo de Yesa se toma la carretera a la derecha NA-5410 en dirección a Javier, y al cruzar el puente sobre el Aragón se ve la estación de aforos inmediatamente aguas arriba.",,"1971-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ARAGON_105215","NA-75","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF417","Río Aragón desde la presa de Yesa hasta el río Irati","42.61582955759299","-1.210995430975583","0101000020E6640000000000008CBC23410000008016015241"
47,"93102000","Aragón en Sangüesa","Operativa","CHE","ARAGON","SANGÜESA","SANGÜESA","Puente de hierro de Sangüesa","Trimestral","7","640635","4715290","V.5","174-56","174-IV","92","395","Desde 1999 y hata junio de 2003 se tomó en el camping de Cantolagua para coincidir con índices bióticos.  Como se tomaba junto a un colector y ag. Ajabo papelera, por lo que se abandonó. (Punto indicado en croquis) XYZ=640.910;4.714600","Sanguesa.jpg","Puente de hierro en Sangüesa.","Aragón en Sangüesa.jpg","msanguesa.jpg","EBRO","Dentro del pueblo de Sangüesa, se toma en el puente de hierro que se encuentra entrando desde Liedena. Este punto está aguas arriba del vertido de Papelera Navarra. En un estudio de URS parece que la pluma de este vertido avanza por la margen derecha var",,"1975-Actualidad","RELATIVA","El punto de bióticos esta aguas abajo, junto al camping de Cantolagua. 1km aguas abajo","ARAGON_092134","NA-77","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF419","Río Aragón desde el río Irati hasta el río Onsella","42.57721354841628","-1.286318722046795","0101000020E664000000000000F68C234100000080C6FC5141"
84,"93103000","Aragón en Cáseda","Operativa","CHE","ARAGON","CÁSEDA","CÁSEDA","Puente carretera","Mensual","7","634310","4709498","V.5","174-74","174-III","102","375",,"Caseda.jpg","Vista desde el puente hacia aguas arriba","Aragón en Cáseda.jpg","mcaseda.jpg","EBRO","Saliendo de Cáseda por el norte en dirección Aibar, NA-5340, se encuentra el puente sobre el Aragón.",,"1971-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ARAGON_081617","NA-78","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF420","Río Aragón desde el río Onsella hasta el río Zidacos","42.52619989789454","-1.364721583248304","0101000020E6640000000000008C5B2341000000801EF75141"
51,"93104000","Aragón en Carcastillo","Operativa","CHE","ARAGON","CARCASTILLO","CARCASTILLO","Puente Murillo-Carcastillo","Mensual","7","627147","4693566","V.5","207-62","207-III","126","332",,"Carcastillo.jpg","El río Aragón, desde el puente","Aragón en Carcastillo.jpg","mcarcastillo.jpg","EBRO","En el puente de la carretera NA-124 de Murillo el Fruto a Carcastillo.",,"1971-Actualidad","EXACTA","El punto de bióticos esta un poco aguas abajo del de química en un acceso junto a la depuradora.","ARAGON_053135","NA-79","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF420","Río Aragón desde el río Onsella hasta el río Zidacos","42.38398063114576","-1.455431686090109","0101000020E66400000000000096232341000000808FE75141"
52,"93105000","Aragón en Caparroso","Operativa","CHE","ARAGON","CAPARROSO","CAPARROSO","Estación de aforos de la CHE:90005","Mensual","7","610984","4688617","V.5","206-85","206-IV","145","300","Estación de aforos 90005: Aragón en Caparroso","Caparroso.jpg","Vista desde el puente hacia aguas arriba","Aragón en Caparroso.jpg","mcaparroso.jpg","EBRO","Dentro de Caparroso en el puente de la N-121, Tafalla a Tudela, dirección Los Abetos. Debajo del puente se encuentra la estación de aforos.",,"1971-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ARAGON_030091","NA-80","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF421","Río Aragón desde el río Zidacos hasta el río Arga","42.3418987722667","-1.652674069212209","0101000020E66400000000000050A5224100000040BAE25141"
73,"93105-CA","Acequia rio Valtierra en Valtierra","Investigación",,"CANAL","VALTIERRA","VALTIERRA","Acequia rio Valtierra","Trimestral","7","609996","4673251","V.5","244-75","244-IV","10","264","En BdD se tomaba en Arguedas XYZ: 614.500;4.670.850,274. Plano 244-86","Aragon-canal rio mayor.jpg",,"Aragón en Canal Rio Mayor.jpg","mcanalriomayor.jpg","EBRO","Circulando por la NA-134 entre Los Abetos y Valtierra se toma la N-113 hacia Castejón y a unos 700 m, a la altura de la cabaña de Puenteladrillo pasa el canal por debajo de la carretera.",,"1989-Actualidad","NO","No hay punto de índices bióticos",,,,"CANAL",,"Sin masa","42.20368679203702","-1.667582823316272","0101000020E664000000000000989D2241000000C0B8D35141"
14,"93106000","Aragón en Milagro","Operativa","CHE","ARAGON","MILAGRO","MILAGRO","Puente carretera Cadreita","Mensual","7","602440","4677035","V.5","244-53","244-III","168","270",,"Milagro.jpg","Vista de aguas arriba con el pueblo a la izquierda","Aragón en Milagro.jpg","mmilagro.jpg","EBRO","Saliendo de Milagro en dirección a Cadreita, carretera NA-134, se encuentra en puente nada más salir de la población.",,"1971-Actualidad","RELATIVA","El punto de bióticos está aguas abajo, justo antes de la desembocadura en el Ebro.","ARAGON_001929","NA-81","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF424","Río Aragón desde el río Arga hasta su desembocadura en el Ebro","42.23878521550586","-1.758422092133549","0101000020E66400000000000090622241000000C06AD75141"
109,"93201000","Esca en Sigües","Operativa","CHE","ESCA","SIGÜÉS","SIGÜÉS","Puente de Sigüés","Mensual","3","661793","4720040","V.1","175-35","175-II","44","500","Antigüamente el punto de toma debía estar en Venta Carrica, no se sabe cuando. Se sigue en Sigües porque Venta Carrica se inundará con el recrecimiento de Yesa. Faltan mapas por estar fuera de Navarra.","Sigues.jpg","Vista desde el puente del pueblo","Siguescroquis.jpg","Sigues.jpg","EBRO","Hay que tomar la carretera del embalse de Yesa a Burgui, y en Sigües se baja al río y se toma en el puente del pueblo.",,"1975-Actualidad","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF526","Río Esca desde el río Biniés hasta la cola del embalse de Yesa (incluye barranco de Gabarri)","42.61582047476162","-1.027292279134024","0101000020E66400000000000042322441000000006A015241"
33,"93202000","Esca en Isaba","Operativa","CHE","ESCA","ISABA","ISABA","Puente pueblo.Estación de aforos de la CHE","Mensual","3","669327","4747266","V.1","117-77","117-4","15","760","Estación de aforos de la CHE 9268: Esca en Isaba","Isaba.jpg","Vista desde la e.A. hacia aguas arriba","Esca en Isaba.jpg","misaba.jpg","EBRO","Una vez llegado al pueblo, se deja el coche. De los dos puentes que hay, se toma en el de aguas arriba, que es donde está la Estación de aforos. Existe una barandilla verde que es por donde se baja a la estación.",,"1990-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ESCA_021353","NA-68","R-T27","RÍOS DE ALTA MONTAÑA","ES091MSPF696","Río Esca desde su nacimiento hasta la población de Roncal (incluye el río Ustarroz)","42.85922615880519","-0.927341033149143","0101000020E6640000000000001E6D244100000080001C5241"
108,"93203000","Esca en Burgui","Operativa","CHE","ESCA","BURGUI","BURGUI","Puente viejo","Trimestral","3","663379","4731478","V.1","143-65","143-IV","32","605",,"Burgui.jpg","Vista desde el puente de Burgui hacia aguas arriba","Esca en Burgui.jpg","mburgui.jpg","EBRO","Viniendo por la NA-137, y entrando en el pueblo de Burgui, se trata del primer puente (el más antiguo) que atraviesa el Esca a mano derecha.",,"1990-Actualidad","RELATIVA","El punto de índices bióticos está unos 200 m aguas abajo del de química.","ESCA_002316","NA-69","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF526","Río Esca desde el río Biniés hasta la cola del embalse de Yesa (incluye barranco de Gabarri)","42.71842970992268","-1.004674884516148","0101000020E664000000000000A63E244100000080950C5241"
15,"93301000","Irati en Aoiz","Operativa","CHE","IRATI","AOIZ","AOIZ","Puente de Auzola","Mensual","3","633682","4738502","V.3","142-34","142-I","45","472","Puente medieval de cuatro arcos de gran belleza (siglos XI o XII)","Aoiz.jpg","Vista desde aguas abajo","Irati en Aoiz.jpg","maoiz.jpg","EBRO","Una vez entrado en el pueblo hay que descender a mano derecha hacia el río",,"1975-Actualidad","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF534","Río Irati desde la presa de Itoiz hasta el río Erro","42.78740205963071","-1.365539497742754","0101000020E664000000000000A45623410000008071135241"
103,"93302000","Irati en Lumbier","Operativa","CHE","IRATI","LUMBIER","LUMBIER","Puente Viejo","Mensual","3","638217","4723309","V.3","174-15","174-II","67","420",,"Lumbier-Irati.jpg","Vista desde el puente antiguo hacia aguas abajo","Irati en Lumbier.jpg","mlumbierirati.jpg","EBRO","Viniendo por la NA-178 desde la foz de Arbayún, pasado Lumbier, hay que desviarse a la derecha por un camino hasta llegar al puente antiguo que se ve desde la carretera NA-150.",,"1975-Actualidad","EXACTA","Coincide con punto de índices bióticos.","IRATI_009977","NA-63","R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF289","Río Irati desde el río Areta hasta el río Salazar","42.649835776432276","-1.313823578325571","0101000020E664000000000000127A2341000000409B045241"
16,"93303000","Salazar en Bigüezal","Operativa","CHE","SALAZAR","BIGÜÉZAL","BIGÜÉZAL","Puente antiguo","Trimestral","3","649635","4728784","V.3","143-71","143-III","45","532",,"Biguezal.jpg","Al fondo puente medieval de toma","Salazar en Bigüezal.jpg","mbigüezal.jpg","EBRO","Bajando desde el mirador de la foz de Arbayún, se toma en el primer puente, pero en el antiguo.",,"1975-Actualidad","NO","No hay punto de índices bióticos",,,"R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF290","Río Salazar desde barranco de La Val hasta su desembocadura en el río Irati","42.69698187949483","-1.173152866286531","0101000020E66400000000000046D3234100000000F4095241"
12,"93304000","Irati en Liédena","Operativa","CHE","IRATI","LIEDENA","LIEDENA","Estación de aforos de la CHE","Trimestral","3","641333","4719512","V.3","174-36","174-II","78","400","En 2002 se estuvo tomando en el puente del pueblo. Para llegar a la estación de aforo hace falta una llave de una cadena que nos proporcionó el ayuntamiento de Liedena.","Liedena.jpg","Panorámica del Irati desde el puente","Irati en Liédena.jpg","mliedena.jpg","EBRO","Llegamos a Liédena y tomamos dirección Yesa. Enseguida de cruzar el puente sobre el Irati se gira a la izquierda y se toma un camino que remontando el río lleva a laestación de aforos de la CHE.",,"1971-Actualidad","RELATIVA","El punto de bióticos esta un poco aguas arriba (1,5 km) del de química, en un soto al que se accede desde la carretera a Pamplona.","IRATI_004726","NA-64","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF418","Río Irati desde el río Salazar hasta su desembocadura en el río Aragón","42.61509101243348","-1.27676999526919","0101000020E6640000000000006A92234100000000E6005241"
133,"93305000","Erro en Sorogain","Operativa","CHE","ERRO","ERRO","SOROGAIN","Estación de aforos del GN en Sorogain","Trimestral","3","629979","4759540","V.3","116-23","166-I","7.4","758",,"Sorogain.jpg","Estación de aforos AN-532","csorogain.jpg","msorogain.jpg","EBRO","En la carretera N-135 entre Espinal y Erro haya una señal que dice ""Camino Sorogain"". Se atraviesa un paso canadiense y antes de 800 metros aparece la estación de aforos a mano derecha",,"1990-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ERRO_040409","NA-54","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF535","Río Erro desde la estación de aforos número AN532 en Sorogain hasta su desembocadura en el río Irati","42.97741897736056","-1.40592755731061","0101000020E664000000000000B639234100000000FD275241"
23,"93306000","Erro en Lónguida","Operativa","CHE","ERRO","LÓNGUIDA","LÓNGUIDA","Estación de aforos de la CHE en Villaveta","Mensual","3","630356","4736556","V.3","142-43","142-I","35","465",,"Longuida.jpg","Estación de aforos de la CHE","Erro en Longuida.jpg","mlonguida.jpg","EBRO","Sale un camino a mano derecha desde la NA-150 viniendo desde Pamplona, casi a la vista de la estación de aforos",,"1990-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ERRO_002213","NA-57","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF535","Río Erro desde la estación de aforos número AN532 en Sorogain hasta su desembocadura en el río Irati","42.770457375986844","-1.406638566074211","0101000020E664000000000000A83C2341000000008B115241"
56,"93307000","Urrobi en Espinal","Operativa","CHE","URROBI","ERRO","ESPINAL","Estación de aforos del GN","Mensual","3","634222","4758553","V.3","116-25","116-II","10.9","857",,"Espinal.jpg","Estación de aforos AN 533","cespinal.jpg","mespinal.jpg","EBRO","En la carretera N-135: Roncesvaslles-Pamplona cerca de Espinal hay una desviación hacia la NA-172. Al comienzo se encuentra el camping de Espinal y 700 metros después la estación a mano izquierda",,"1990-Actualidad","RELATIVA","El punto de bióticos está aguas arriba del de química 81,2km), junto al cruce de la carretera a Roncesvalles. El Camping está entre medias","URROBI_022557","NA-58","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF533","Río Urrobi desde su nacimiento hasta la cola del embalse de Itoiz","42.96779818023573","-1.354148727918492","0101000020E664000000000000DC5A23410000004006275241"
18,"93308000","Irati en Aribe","Operativa","CHE","IRATI","ARIBE","ARIBE","Puente carretera","Trimestral","3","641689","4755922","V.3","116-37","116-I","25","694",,"Arive.jpg","Puente de acceso a Arive desde aguas arriba","Irati en Arive.jpg","marive.jpg","EBRO","Se trata del puente de la carretera NA-140. Hay que dejar el coche en el caserío de la margen izquierda.",,"1990-Actualidad","EXACTA","Coincide con punto de índices bióticos.","IRATI_063152","NA-61","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF532","Río Irati desde la central hidroeléctrica de Betolegui hasta la central hidroeléctrica de Irati y cola del embalse de Itoiz","42.94276359887791","-1.263293514041164","0101000020E664000000000000329523410000008074245241"
114,"93309000","Salazar en Ochagavía","Histórica",,"SALAZAR","OCHAGAVÍA","OCHAGAVÍA","Puente a la plaza",,"A","655728","4751840","V.2","117-53","117-III","18","750","Coordenadas dan en el Salazar aguas abajo del pueblo. La descripición dice ""puente a la plaza"", que estaría en el Anduña.","Ochagavia.jpg","Puente en el interior de Ochagavía, en el río Anduña","Salazar en Ochagavía.jpg","mochagavia.jpg","EBRO","El punto de muestra, quedaría a la entrada del pueblo, donde ya se han juntado el Anduña y el Zatoya, pero para acceder es más fácil desde dentro del pueblo.",,"1990-2000","NO","No hay punto de índices bióticos.",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF540","Río Salazar desde el río Zatoya y río Anduña hasta el barranco de La Val (incluye los barrancos de La Val, Izal, Igal, Benasa y Larraico)","42.90328533584599","-1.092438336941263","0101000020E664000000000000E00224410000000078205241"
6,"93310000","Salazar en Uscarres","Operativa","CHE","SALAZAR","GALLUES","USCARRES","Puente Uscarrés","Mensual","3","655823","4737485","V.2","143-33","143-I","30","620","Se estaba tomando en puente de Gallués, (ver croquis) X:656058,Y:4738982,Z:626 desde no se sabe cuando hasta enero de 2006 en que se pasa a Uscarres para que coincida con Índices bióticos.","Uscarres.jpg","Puente cercano a Usacrrés","Salazar en Gallués.jpg","Uscarres.jpg","EBRO","Viniendo por la NA 178, justo a la altura de Uscarrés, sale un camino a mano izquierda que conduce al puente de toma.",,"1990-Actualidad","EXACTA","El punto de bióticos coincide con el de calidad, desde enero 2006.","SALAZAR_037679","NA-66","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF540","Río Salazar desde el río Zatoya y río Anduña hasta el barranco de La Val (incluye los barrancos de La Val, Izal, Igal, Benasa y Larraico)","42.77406592647108","-1.095249257001723","0101000020E6640000000000009E0324410000004073125241"
101,"93311000","Salazar en Lumbier","Operativa","CHE","SALAZAR","LUMBIER","LUMBIER","Puente carretera a la foz","Mensual","3","638533","4723194","V.2","174-16","174-II","58","420","Puente del antiguo ferrocarril del Irati","Lumbier-Salazar.jpg","Desde el puente hacia aguas arriba, Lumbier a la izda","Salazar en Lumbier.jpg","mlumbier.jpg","EBRO","Viniendo por la NA-178 desde la foz de Arbayún, cuando se llega al Restaurante Iru-Bide, hay que desviarse a la izquierda hasta llegar al puente.",,"1990-Actualidad","EXACTA","Coincide con punto de índices bióticos.","SALAZAR_001309","NA-67","R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF290","Río Salazar desde barranco de La Val hasta su desembocadura en el río Irati","42.64874378045793","-1.30999820458275","0101000020E6640000000000008A7C2341000000807E045241"
122,"93312000","Areta en Murillo Berroya","Operativa","CHE","ARETA","ROMANZADO","MURILLO-BERROYA","Estación de aforos del Gobierno de Navarra","Trimestral","3","642376","4730359","V.3","142-77","142-IV","21.8","472","Estación de aforos AN 530.","Murillo-Berroya.jpg","Estación de aforos","Areta en Murillo Berroya.jpg","mmurilloberroya.jpg","EBRO","Se atraviesa Murillo Berroya, y se llega a un puente sobre el Areta, nada más atravesarlo, se continua hacia la derecha. Unos metros más allá arranca un pista de hormigón a mano izquierda que conduce a la estación, que se ve fácilmente.",,"1995-Actualidad","EXACTA","Coincide con punto de índices bióticos. Comienza a realizarse en 2006.","ARETA_007021","NA-84","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF537","Río Areta desde su nacimiento hasta su desembocadura en el río Irati","42.712538048552936","-1.261339276787833","0101000020E664000000000000909A2341000000C07D0B5241"
